"Table S6. Quasi-likelihood F-tests for NS0794 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
Large ribosomal subunit protein bL21,-0.334592922,10.54429973,0.222393829,0.660086059,0.99577859
Transcriptional repressor,0.20236741,4.332174128,0.222335487,0.660126838,0.99577859
Phosphoenolpyruvate-protein phosphotransferase,-0.21696551,13.47428728,0.22226755,0.660174328,0.99577859
V-type ATP synthase beta chain,0.190710973,9.92732332,0.222091819,0.660297217,0.99577859
IS605 OrfB family transposase,-0.216996619,9.604793186,0.220757675,0.661232187,0.99577859
DUF87 domain-containing protein,-0.197147936,2.879739052,0.220008503,0.661758785,0.99577859
L-arabinose isomerase,-0.306373118,4.187479387,0.218669685,0.66270262,0.99577859
DnaD domain-containing protein,0.205521709,9.281080722,0.218191852,0.663040362,0.99577859
DNA-directed RNA polymerase subunit beta,-0.246138136,11.49743542,0.21639312,0.664315934,0.99577859
DNA replication and repair protein RecF,0.324142186,9.645404547,0.212221737,0.667299855,0.99577859
CsbD family protein,-0.312132922,7.734826664,0.211955089,0.667491839,0.99577859
Dihydrolipoamide dehydrogenase,-0.500891316,6.869638925,0.211695373,0.667678978,0.99577859
Solute-binding protein family 5 domain-containing protein,0.326990433,11.46698133,0.211500128,0.667819756,0.99577859
Potassium/sodium uptake protein NtpJ,0.179532319,8.696550985,0.211078769,0.668123846,0.99577859
Macrolide export ATP-binding/permease protein MacB,0.336285711,5.916539583,0.211071128,0.668129364,0.99577859
ATP-dependent Clp protease ATP-binding subunit ClpE,-0.314842387,9.692713671,0.211037272,0.668153814,0.99577859
PTS EIIB type-3 domain-containing protein,0.358285124,-0.074732569,0.21081478,0.668334366,0.99577859
Gram-positive pilin subunit D1 N-terminal domain-containing protein,-0.221726868,5.223985501,0.209670037,0.669143271,0.99577859
PTS EIIB type-2 domain-containing protein,-0.509608614,6.40880532,0.20906555,0.669582015,0.99577859
Peptide chain release factor 2,-0.168296818,7.671479859,0.2086829,0.669860156,0.99577859
23S ribosomal RNA,-0.232206455,13.95067475,0.207250645,0.67090406,0.99577859
"Ornithine carbamoyltransferase, catabolic",0.45741741,14.60777265,0.206628228,0.67135911,0.99577859
Putative arabinose-binding protein,-0.533959028,7.25156723,0.206495978,0.671455908,0.99577859
DUF3800 domain-containing protein,0.3461179,7.995305929,0.205400309,0.672259346,0.99577859
dTTP/UTP pyrophosphatase,-0.275168502,6.318065801,0.20314613,0.673920708,0.99577859
PARP catalytic domain-containing protein,0.25146224,7.053167852,0.203085671,0.673965424,0.99577859
Ferrous iron transporter FeoA domain-containing protein,0.328677652,0.9460783,0.202932601,0.674083053,0.99577859
CsbB protein,-0.224687496,8.165357472,0.202417309,0.674460302,0.99577859
Cytidine deaminase,-0.200567425,7.453442935,0.202120828,0.67468015,0.99577859
V-type sodium ATPase catalytic subunit A,0.172124718,9.851345606,0.201976993,0.674786879,0.99577859
HK97 gp10 family phage protein,0.220187036,1.119510275,0.201734178,0.674971464,0.99577859
BRO,0.203225937,1.568126492,0.201294077,0.675297503,0.99577859
Signal transduction histidine-protein kinase ArlS,-0.22623644,7.94351176,0.199732531,0.676458455,0.99577859
N-acetylmuramic acid 6-phosphate etherase,-0.182167631,4.339394161,0.198913191,0.677071556,0.99577859
Dienelactone hydrolase domain-containing protein,0.556126326,5.955620882,0.197953461,0.67779169,0.99577859
PTS system lactose-specific EIIA component,-0.295599535,1.780000661,0.197284912,0.67829701,0.99577859
Membrane protein insertase YidC,-0.223456201,9.767970545,0.195918632,0.679325676,0.99577859
Multidrug resistance protein MdtG,0.391204563,3.198613298,0.195764693,0.679442135,0.99577859
Ribonuclease P protein component,-0.212056873,7.494290898,0.195757411,0.679447634,0.99577859
Glucose-1-phosphate thymidylyltransferase,-0.183385932,8.936993582,0.1947666,0.680198505,0.99577859
Uncharacterized protein pXO2-21/BXB0020/GBAA_pXO2_0020,0.163093521,6.937081674,0.193384328,0.681249973,0.99577859
Signal recognition particle protein,0.1728989,8.630365021,0.193357206,0.68127065,0.99577859
Signal peptidase I,0.16353117,8.445847852,0.192759476,0.6817268,0.99577859
EIICBA-Glc,-0.343209851,-0.01465075,0.1915623,0.682658755,0.99577859
Dephospho-CoA kinase,-0.235238453,6.693244659,0.191451943,0.682727663,0.99577859
Pentapeptide repeat protein,0.181918884,3.87549771,0.191077833,0.683014803,0.99577859
YqaJ viral recombinase domain-containing protein,0.37405216,-2.727215022,0.191111317,0.683111724,0.99577859
Alpha-glycerophosphate oxidase,-0.435652712,9.598881411,0.190452217,0.683495741,0.99577859
DUF554 domain-containing protein,-0.256840549,2.626300948,0.190139194,0.683736764,0.99577859
Large ribosomal subunit protein bL27,-0.375501698,9.680985555,0.190000723,0.683843429,0.99577859
DUF523 domain-containing protein,0.373011517,6.443574362,0.189866604,0.683946809,0.99577859
origin of transfer,0.310246871,5.456305422,0.189568539,0.68417672,0.99577859
DUF1934 domain-containing protein,-0.26500854,5.85009357,0.18926542,0.684410757,0.99577859
DUF1510 domain-containing protein,-0.189321669,1.601700366,0.186229438,0.686770657,0.99577859
DUF3847 domain-containing protein,-0.245699728,1.87289082,0.184514374,0.688110886,0.99577859
Bacterial RNase P class B,0.241649756,15.30812725,0.183844124,0.688635756,0.99577859
Thioredoxin reductase,0.249731009,8.678154643,0.183260924,0.689094765,0.99577859
Oxidoreductase,-0.319978512,8.613536007,0.183195849,0.689146037,0.99577859
IS3 family IS1485 transposase ORF A,0.191305081,6.12922527,0.182718897,0.689522165,0.99577859
RNA-binding S4 domain-containing protein,-0.201390398,9.367254807,0.182529736,0.689671504,0.99577859
Acid-resistance membrane protein,-0.174223141,7.623373396,0.181472732,0.690507726,0.99577859
Dihydrolipoyl dehydrogenase,0.343538402,11.02188341,0.181337937,0.690614578,0.99577859
Exfoliative toxin A/B,-0.172290574,3.033684905,0.181331057,0.690620046,0.99577859
SdpI family protein,0.262058778,6.081315254,0.179935305,0.691729318,0.99577859
Elongation factor G,-0.397150136,13.08117947,0.178459859,0.692907627,0.99577859
Ribonuclease R,-0.19059138,8.597020725,0.177987066,0.693286454,0.99577859
Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 4 domain-containing protein,0.29303104,5.545866453,0.176285955,0.694654531,0.99577859
"Penicillin-binding protein, transpeptidase domain protein",-0.233730072,11.89394756,0.174822138,0.695838171,0.99577859
Tyrosine-protein kinase CpsD,-0.382965434,8.039403682,0.174158731,0.69637657,0.99577859
GMP synthase [glutamine-hydrolyzing],-0.241029101,10.5149789,0.173828094,0.696645367,0.99577859
multidrug efflux MFS transporter EfmA,-0.15877478,5.878795619,0.173700574,0.696749119,0.99577859
DNA-binding ferritin-like protein,0.172446454,4.82459978,0.173183583,0.697170221,0.99577859
Carbamate kinase 2,0.500811,12.97644002,0.173048055,0.697280735,0.99577859
Glyoxylase family protein,0.450295959,5.194505078,0.172520394,0.697711513,0.99577859
ArpR,0.231554685,-0.361514786,0.172429159,0.69781072,0.99577859
2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,0.198448707,3.875032902,0.172106872,0.698049666,0.99577859
PTS fructose transporter subunit IIC,-0.447780172,9.126690025,0.171215036,0.698780613,0.99577859
Multi-drug resistance efflux pump PmrA-like protein,-0.167518702,7.885461289,0.171008803,0.698949968,0.99577859
"Galacturan 1,4-alpha-galacturonidase",-0.185494246,2.007955883,0.170753816,0.69916101,0.99577859
tRNA-Thr(ggt),0.472387282,0.62454104,0.170481245,0.699391171,0.99577859
Folate transporter,-0.161273449,4.697113396,0.170243937,0.699579137,0.99577859
PTS system galactitol-specific transporter subunit IIB,0.59974773,5.331313498,0.169742321,0.699992682,0.99577859
DUF3173 domain-containing protein,-0.318682395,0.56607783,0.168551201,0.700983463,0.99577859
Diadenylate cyclase,0.19011834,8.931174866,0.168280465,0.701202075,0.99577859
Class II Aldolase and Adducin N-terminal domain protein,0.682028556,7.835820871,0.167915807,0.701504739,0.99577859
Anaerobic ribonucleoside-triphosphate reductase,-0.285902922,9.239765117,0.167653731,0.701722502,0.99577859
Putative gluconeogenesis factor,-0.219815432,7.712401241,0.167290397,0.702024742,0.99577859
YfcC family protein,0.348693515,12.64505484,0.166772578,0.70245617,0.99577859
DUF4825 domain-containing protein,0.228927612,8.117821172,0.166641797,0.702565259,0.99577859
Bacterial transcription activator effector binding domain-containing protein,0.287111596,11.58264618,0.166541694,0.702648793,0.99577859
Exo-alpha-sialidase,-0.176593935,5.424057309,0.165997039,0.703103825,0.99577859
Ribonuclease J,-0.166423838,10.26778373,0.165734849,0.70332319,0.99577859
Thioredoxin,-0.174464585,8.513316316,0.165143676,0.703818566,0.99577859
Dithiol-disulfide isomerase,-0.307618964,7.535313848,0.163899357,0.704864725,0.99577859
Iron-sulfur cluster assembly scaffold protein IscU,-0.362597628,6.441185221,0.163598692,0.705118219,0.99577859
endopeptidase La,-0.243397493,7.298076819,0.162925754,0.705686592,0.99577859
UPF0316 protein lp_1140,0.158140821,5.557137346,0.162684219,0.705890938,0.99577859
Large ribosomal subunit protein uL10,-0.30734071,11.95820525,0.162329726,0.706191176,0.99577859
Thymidylate kinase,-0.190003829,7.750725117,0.161899444,0.706556131,0.99577859
HTH lysR-type domain-containing protein,0.249400998,7.229302016,0.161509702,0.7068872,0.99577859
Oxidoreductase YceM,-0.21440693,5.982815658,0.160560564,0.707695447,0.99577859
DUF5590 domain-containing protein,0.154082432,5.434599743,0.160157794,0.70803929,0.99577859
DUF3397 domain-containing protein,0.155959527,5.156490435,0.160022003,0.70815533,0.99577859
SAM-dependent methyltransferase,0.154976593,8.555117298,0.159282338,0.708788439,0.99577859
Terminase large subunit gp17-like C-terminal domain-containing protein,0.169183372,2.130880644,0.159133065,0.708917151,0.99577859
Asp23/Gls24 family envelope stress response protein,0.239006623,9.071496471,0.15892523,0.709094729,0.99577859
Mutator family transposase,0.152094868,8.138330167,0.158925135,0.70909481,0.99577859
Putative N-acetylmannosamine-6-phosphate 2-epimerase,-0.223543191,2.810461861,0.158059372,0.709839089,0.99577859
L-lactate oxidase,-0.311584853,7.522741544,0.157520851,0.710303241,0.99577859
DNA ligase,-0.222927594,8.101344544,0.157365394,0.710437409,0.99577859
DUF4393 domain-containing protein,-0.159796275,6.796828014,0.156772439,0.710949886,0.99577859
Class C sortase,-0.184742431,5.642695139,0.156497946,0.711187514,0.99577859
"Peroxiredoxin, Ohr subfamily",-0.406499972,8.701674149,0.156408676,0.711264848,0.99577859
ATPase,0.145210983,8.213301094,0.15544394,0.712102265,0.99577859
Oligosaccharide biosynthesis protein Alg14,-0.373125281,5.785582341,0.155079274,0.712419608,0.99577859
Protein GrpE,-0.248191881,8.278499835,0.154018851,0.713344934,0.99577859
Maltodextrin-binding protein,0.577226996,8.596436506,0.153886942,0.713460301,0.99577859
DUF1071 domain-containing protein,-0.219214964,1.823818942,0.15354693,0.713759358,0.99577859
Amino acid racemase,-0.241392909,9.142559059,0.153494347,0.713804011,0.99577859
TP901-1 family phage major tail protein,-0.165778459,2.265508814,0.151048007,0.715957562,0.99577859
DUF4809 domain-containing protein,0.209303063,4.140080786,0.150967432,0.716028812,0.99577859
TraG family conjugation protein,-0.191951783,4.841368049,0.147615502,0.719014138,0.99577859
Hydroxymethylglutaryl-CoA synthase,-0.194728382,8.03639303,0.146796398,0.719749705,0.99577859
Alpha-N-arabinofuranosidase,0.288165578,4.612398406,0.145952009,0.720510509,0.99577859
Type II toxin-antitoxin system RelE/ParE family toxin,0.209464734,7.677432889,0.145302012,0.721097923,0.99577859
Pyruvate formate-lyase-activating enzyme,-0.18694887,8.067512238,0.145181471,0.721207027,0.99577859
"PTS system, Lactose/Cellobiose specific IIB subunit",0.357778768,0.588487804,0.145103856,0.721284104,0.99577859
DUF2975 domain-containing protein,0.283070318,4.770220815,0.14362848,0.722617455,0.99577859
putative dual-specificity RNA methyltransferase RlmN,0.228945983,7.650150903,0.143276134,0.722938696,0.99577859
Ribosomal protein L20 leader,-0.272214948,7.049633756,0.14315094,0.72305295,0.99577859
UPF0291 protein N783_04555,-0.138518305,7.282188234,0.142017779,0.724089759,0.99577859
Small ribosomal subunit protein uS7,-0.344406287,10.47058902,0.141934811,0.724165862,0.99577859
D-guloside 3-dehydrogenase,-0.424150579,2.167172241,0.141931786,0.724169321,0.99577859
Maltodextrose utilization protein MalA,0.643947787,6.200785761,0.141659874,0.724418237,0.99577859
TIGR01906 family membrane protein,0.138249766,8.013590161,0.141263246,0.72478282,0.99577859
Flotillin,0.221151416,9.075581709,0.140583004,0.725409498,0.99577859
DUF1304 domain-containing protein,0.234264487,2.882589567,0.140171967,0.725789042,0.99577859
Phage protein,-0.18059913,9.772000915,0.139758815,0.726171167,0.99577859
DUF1538 domain-containing protein,0.166554051,6.777843708,0.139708974,0.726217311,0.99577859
DUF3784 domain-containing protein,-0.146029568,7.348388899,0.138806729,0.727054298,0.99577859
Guanosine ABC transporter permease protein NupQ,-0.160921733,8.753640715,0.138488551,0.727350219,0.99577859
Aquaporin,-0.150699694,9.417132604,0.138447728,0.727388215,0.99577859
DUF1508 domain-containing protein,0.170411894,9.930532579,0.138290651,0.727534476,0.99577859
ECF transporter S component,-0.29307789,10.26131784,0.137426987,0.7283404,0.99577859
tRNA-binding domain-containing protein,0.174237647,7.263511219,0.136826725,0.72890227,0.99577859
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,-0.142249217,6.065133092,0.136089923,0.729593911,0.99577859
Lacto-rpoB RNA,0.145940956,6.97675491,0.135699966,0.729960847,0.99577859
YopX protein domain-containing protein,-0.253811911,7.457203777,0.134797379,0.730812507,0.99577859
Integrase/recombinase YoeC,0.170424663,5.585371648,0.134587193,0.731011309,0.99577859
PTS Man IIC,0.679777838,8.664344058,0.134284944,0.731297502,0.99577859
Glycerate kinase,0.1989228,3.402356145,0.134236394,0.731343514,0.99577859
Malate permease,-0.226452566,0.610330681,0.133560109,0.73199048,0.99577859
Cell envelope-associated transcriptional attenuator,-0.247276275,8.640961645,0.132879181,0.732633528,0.99577859
Ribosome-binding factor A,-0.186913378,8.005337422,0.1320618,0.73341413,0.99577859
Protein translocase subunit SecY,-0.254308971,11.85716693,0.131998853,0.73347436,0.99577859
Alpha/beta superfamily hydrolase,-0.313614032,6.142475024,0.131597052,0.733859213,0.99577859
Transcription elongation factor GreA,-0.153490831,8.455572807,0.13149752,0.733954652,0.99577859
Regulatory protein RecX,0.3032996,5.368763281,0.131375999,0.734071233,0.99577859
ATP-dependent Clp protease ATP-binding subunit ClpX,0.146510632,10.97399186,0.131196207,0.734243829,0.99577859
DUF5626 domain-containing protein,0.157355742,1.284431429,0.130753124,0.734672356,0.99577859
Putative HAD-hydrolase YfnB,0.142778178,7.94979377,0.130737163,0.734685122,0.99577859
Sigma-54 interaction domain protein,0.212674997,3.170107792,0.130713505,0.734707899,0.99577859
LysM domain-containing protein,0.146846547,10.22156333,0.130274448,0.735130853,0.99577859
Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,-0.189594438,7.665151509,0.130233943,0.735169915,0.99577859
DUF2178 domain-containing protein,0.14748907,4.330649258,0.129998335,0.735397268,0.99577859
Inosine/uridine-preferring nucleoside hydrolase domain-containing protein,-0.302797326,9.420109568,0.128984719,0.73637809,0.99577859
tRNA-Arg(tct),0.19851103,2.018810216,0.128803784,0.736554297,0.99577859
site-specific DNA-methyltransferase (adenine-specific),0.134014992,7.19120224,0.128352867,0.736991753,0.99577859
"Alpha,alpha-phosphotrehalase",0.145428108,11.73239724,0.128293997,0.737049017,0.99577859
NusG domain-containing protein,-0.140005951,5.613552874,0.128082864,0.737254515,0.99577859
Accessory regulator AgrB,0.18198894,13.16970272,0.127881277,0.737450904,0.99577859
Beta-glucoside operon transcriptional antiterminator,-0.162189637,7.81761643,0.12763723,0.737688897,0.99577859
N-acetylmuramoyl-L-alanine amidase,-0.135510043,7.814492227,0.127255168,0.738062009,0.99577859
Adapter protein MecA,0.229402089,8.956447593,0.12587957,0.739410751,0.99577859
"Acetyltransferase, GNAT family",0.166036246,4.183786296,0.125132885,0.740146413,0.99577859
FUSC family protein,0.168625657,7.256857006,0.125100709,0.740178169,0.99577859
ISL3 family IS1476 transposase,0.139403311,5.425830502,0.125005476,0.740272191,0.99577859
Topoisomerase,0.220706231,0.601129361,0.124730372,0.740550268,0.99577859
Threonine/serine exporter-like N-terminal domain-containing protein,0.136491824,6.716708284,0.124398968,0.740871956,0.99577859
Cof family protein,0.140261851,6.202562274,0.123946723,0.741320268,0.99577859
Rhomboid family intramembrane serine protease,0.150925093,5.84618877,0.12384967,0.741416599,0.99577859
PepSY domain-containing protein,0.208214692,7.616748722,0.122944798,0.742316833,0.99577859
Xanthine permease,-0.270298221,6.132416337,0.122389059,0.742871609,0.99577859
HTH tetR-type domain-containing protein,0.160495674,10.73553401,0.121161627,0.744102053,0.99577859
ArpU family phage transcriptional regulator,-0.187671768,2.829517609,0.120895513,0.744369774,0.99577859
Streptococcus sRNA SpF66,0.158114545,9.213017865,0.120570674,0.744697002,0.99577859
Phage shock protein PspC N-terminal domain-containing protein,-0.131053976,6.310263894,0.120531005,0.744736999,0.99577859
UvrABC system protein B,-0.209939421,7.360361241,0.120374383,0.74489499,0.99577859
DUF1541 domain-containing protein,0.312392621,8.794671561,0.119908146,0.745365998,0.99577859
Glutamine amidotransferase,-0.161327816,6.714414182,0.118496336,0.746798675,0.99577859
IS4 family transposase,0.138892737,3.338868069,0.116945371,0.748383849,0.99577859
HicB-like antitoxin of toxin-antitoxin system domain-containing protein,0.186862527,4.361800315,0.116904705,0.748425568,0.99577859
Amidohydrolase,-0.232278114,7.02927267,0.116760495,0.748573594,0.99577859
Ribonuclease Z,0.144261093,7.16063178,0.115742084,0.749621943,0.99577859
PTS ascorbate transporter subunit IIC,-0.419186491,8.778929794,0.115324325,0.750053501,0.99577859
Adenine DNA glycosylase,0.136380815,6.167810848,0.113791628,0.751644492,0.99577859
tRNA (Adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,0.254309685,7.019531942,0.113692081,0.751748245,0.99577859
"PTS system, mannose/fructose/sorbose-specific IID component",0.272794845,5.430727113,0.112826254,0.752652842,0.99577859
GNAT family N-acetyltransferase,0.146255437,4.36548397,0.111933124,0.753590105,0.99577859
Large ribosomal subunit protein uL30,-0.223211926,8.999028009,0.111703368,0.753831898,0.99577859
tRNA (guanine-N(7)-)-methyltransferase,0.167219557,6.953322503,0.111485705,0.754061226,0.99577859
TfoX N-terminal domain-containing protein,0.170109734,11.99417945,0.109940572,0.755696508,0.99577859
Branched-chain-amino-acid aminotransferase,-0.146996091,7.633687632,0.109832552,0.755811316,0.99577859
MobA,-0.134141857,6.979213882,0.109757966,0.755890626,0.99577859
UPF0302 protein UAY_01595,-0.23579085,7.294379831,0.109156823,0.756530961,0.99577859
putative GTP-binding protein EngB,0.145619882,8.186404388,0.108863605,0.756844019,0.99577859
UTP--glucose-1-phosphate uridylyltransferase 1,-0.144184008,10.16583752,0.108862293,0.75684542,0.99577859
Putative peptidyl-prolyl cis-trans isomerase,-0.122280672,8.044757525,0.108732721,0.756983912,0.99577859
33 kDa chaperonin,-0.132211758,5.532778919,0.107874385,0.757903704,0.99577859
Phosphoribosylamine--glycine ligase,-0.168743644,1.914325394,0.107856842,0.757923704,0.99577859
Maltodextrin transport system permease protein MalD,0.480704978,5.546950323,0.107660239,0.758133826,0.99577859
PTS galactitol transporter subunit IIB,0.170324144,2.35684122,0.107181446,0.758649299,0.99577859
YbbR-like protein,0.129949087,9.173576112,0.106413401,0.759478843,0.99577859
SPOR domain-containing protein,0.184105966,5.55026078,0.106128919,0.75978697,0.99577859
Cardiolipin synthase,0.139770986,8.144456263,0.105914646,0.76001936,0.99577859
Large ribosomal subunit protein bL12,-0.253528258,10.96288047,0.105832626,0.760108385,0.99577859
Resolvase,0.146477194,1.888141995,0.105251327,0.760741045,0.99577859
Protein TraX,0.854154844,6.434195078,0.105177265,0.760821119,0.99577859
tRNA-specific adenosine deaminase,0.124763088,5.623615885,0.104987652,0.761027798,0.99577859
Aspartate-semialdehyde dehydrogenase,-0.21212771,6.68742161,0.104840895,0.761187908,0.99577859
WxL domain-containing protein,0.152958166,5.467417613,0.104697069,0.761344943,0.99577859
Peptidase M20 dimerisation domain-containing protein,0.288059004,11.41536985,0.104227852,0.761858097,0.99577859
Dihydrofolate synthase/folylpolyglutamate synthase,0.126091823,8.750793144,0.103877196,0.762242439,0.99577859
DNA-binding response regulator,-0.156633871,8.389080252,0.103644378,0.762498025,0.99577859
tRNA modification GTPase MnmE,-0.214087365,6.888070445,0.103622105,0.762522494,0.99577859
Pantothenate kinase,0.171037071,8.414499669,0.101856588,0.764471498,0.99577859
Terminase small subunit,0.176253093,1.641409468,0.100649583,0.765816555,0.99577859
"Alkylphosphonate uptake protein, phnA",0.1213468,7.130972735,0.100557546,0.765917688,0.99577859
Bacillus-plasmid RNA,-0.135264136,3.90509601,0.100329991,0.766172098,0.99577859
Cupin type-2 domain-containing protein,-0.184887592,3.264697568,0.09804005,0.768750457,0.99577859
Signal recognition particle receptor FtsY,-0.333140957,7.311256124,0.097241338,0.769657672,0.99577859
Antitoxin,0.183321065,5.209089148,0.09681813,0.770140063,0.99577859
MFS transporter,0.132266443,6.123746009,0.096759438,0.770207057,0.99577859
SUF system FeS cluster assembly SufBD N-terminal domain-containing protein,-0.23152826,10.26162367,0.095790541,0.771316275,0.99577859
Acetyltransferase,-0.115569294,6.855085881,0.095659237,0.771467076,0.99577859
Acid sugar phosphatase,0.113222827,7.781304042,0.095090401,0.772121714,0.99577859
Single-stranded DNA-binding protein 2,-0.268926088,11.38369833,0.094751511,0.772512759,0.99577859
copper/silver-translocating P-type ATPase CopB,-0.15685377,7.979459741,0.094740747,0.772525192,0.99577859
DNA primase,-0.122605464,8.773755752,0.09461568,0.772669714,0.99577859
HTH lacI-type domain-containing protein,0.198191099,9.971325446,0.094223496,0.773123592,0.99577859
Small ribosomal subunit protein bS6,-0.261095314,10.24289118,0.093606998,0.773839202,0.99577859
Minor capsid protein,0.14772693,-0.75569993,0.093606048,0.773869903,0.99577859
Pyruvate carboxylase,-0.15112619,9.264847563,0.093366601,0.774118958,0.99577859
Lrp/AsnC family transcriptional regulator,0.294183725,5.098003994,0.092929695,0.774628424,0.99577859
DUF3298 domain-containing protein,-0.124649988,3.391463747,0.092592029,0.775023084,0.99577859
putative ketoamine kinase HMPREF0351_12196,-0.155651926,5.940717743,0.092591227,0.775024018,0.99577859
RDD domain-containing protein,-0.142418767,6.936943434,0.092258329,0.775413888,0.99577859
Permease IIC component,0.144939122,10.0959711,0.092158728,0.775530686,0.99577859
Threonine/Serine exporter ThrE domain-containing protein,0.115009616,6.488998536,0.091805764,0.775945161,0.99577859
helix-turn-helix domain-containing protein,0.128519702,3.009070206,0.090965917,0.776934944,0.99577859
Aryl-phospho-beta-D-glucosidase BglC,-0.114994204,8.262628192,0.090492985,0.777494529,0.99577859
Carbonic anhydrase,0.253992846,6.937420409,0.089938954,0.778152147,0.99577859
Site-specific integrase,0.112581976,6.235860824,0.089562454,0.778600324,0.99577859
AAA domain-containing protein,-0.144546982,7.041677973,0.089486584,0.778690764,0.99577859
LTA synthase family protein,0.121877666,10.97240804,0.089332209,0.778874916,0.99577859
GtrA/DPMS transmembrane domain-containing protein,0.164454988,5.825907241,0.089062424,0.779197165,0.99577859
Type II secretion system protein GspF domain-containing protein,0.112751931,7.534195493,0.088171089,0.780265689,0.99577859
Glutaredoxin-like protein NrdH,0.162578365,6.743446904,0.088169227,0.780267928,0.99577859
Acyl-CoA thioester hydrolase,0.404555206,5.081592838,0.08802367,0.780442989,0.99577859
Ribonucleoside-diphosphate reductase subunit beta,-0.296730934,7.767156629,0.087612426,0.780938459,0.99577859
Protein RecA,0.143509239,9.635158831,0.086844486,0.781867134,0.99577859
Uracil phosphoribosyltransferase,0.112905839,9.65817973,0.08663222,0.782124628,0.99577859
trimethoprim-resistant dihydrofolate reductase DfrF,-0.181142652,11.55039118,0.085720308,0.783234827,0.99577859
Adenylosuccinate lyase,-0.180485772,7.010159874,0.085708812,0.783248864,0.99577859
ISL3 family ISEfa11 transposase,0.117165609,9.74802092,0.085503487,0.783499752,0.99577859
multidrug efflux ABC transporter subunit EfrA,0.115727233,8.226763794,0.084944457,0.784184522,0.99577859
Fibronectin-binding protein,0.125222677,7.459011269,0.084913656,0.784222322,0.99577859
Glycosyltransferase,-0.118605688,8.263336856,0.084911207,0.784225328,0.99577859
Rad50/SbcC-type AAA domain-containing protein,0.113543595,9.107417688,0.083944981,0.785415024,0.99577859
RNA 2-O ribose methyltransferase substrate binding domain-containing protein,0.13331667,5.692564811,0.082689121,0.786972666,0.99577859
putative membrane transporter protein,-0.163685763,4.855766811,0.082066584,0.787749624,0.99577859
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,-0.116299433,8.449451439,0.082037946,0.787785442,0.99577859
Peptidyl-tRNA hydrolase,0.136770501,4.958102134,0.081997978,0.787835446,0.99577859
Amino acid permease,0.132512393,9.351007301,0.081884638,0.787977313,0.99577859
Sensory protein,-0.248752031,7.597699866,0.081839488,0.788033857,0.99577859
DUF979 domain-containing protein,0.14323375,7.752038459,0.081498245,0.788461772,0.99577859
Methionine aminopeptidase,-0.129559364,7.59813402,0.08063521,0.789548422,0.99577859
Cell wall-active antibiotics response LiaF-like C-terminal domain-containing protein,0.108902298,6.159983875,0.079886264,0.790496606,0.99577859
ABC transporter solute-binding protein,-0.141515473,5.535965886,0.07921007,0.79135688,0.99577859
tRNA-Leu(gag),0.208079228,2.167128559,0.079056446,0.791553384,0.99577859
HTH merR-type domain-containing protein,0.108958266,5.317151424,0.078420807,0.792366108,0.99577859
Small ribosomal subunit protein uS12,-0.235013536,11.30303543,0.075942273,0.79557204,0.99577859
Aldose 1-epimerase,0.121535442,8.495838301,0.075706252,0.79588029,0.99577859
Small subunit of terminase,-0.241256552,-1.736851829,0.075741851,0.795910419,0.99577859
YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein,-0.113539237,5.014306018,0.075550055,0.796084577,0.99577859
Alpha-L-arabinofuranosidase C-terminal domain-containing protein,0.283619182,4.985874241,0.075024328,0.796773864,0.99577859
Thiamin permease,-0.16099788,4.489773168,0.074821314,0.797040743,0.99577859
Glyoxalase family protein,-0.252640037,4.694237108,0.074748884,0.797136054,0.99577859
Methylated-DNA--protein-cysteine methyltransferase,0.288578351,6.700199505,0.074543858,0.79740612,0.99577859
Deoxyribose-phosphate aldolase,-0.121932449,7.092953315,0.074362084,0.797645898,0.99577859
Abortive infection protein AbiGI,-0.126916776,4.675652711,0.074247541,0.797797156,0.99577859
DUF3781 domain-containing protein,0.190188476,11.20649516,0.074124396,0.797959914,0.99577859
"PTS system D-fructose-specific IIA component (F1P-forming), Frc family (TC 4-A2-18)",-0.345377728,7.867175909,0.074019726,0.798098371,0.99577859
SPFH domain-containing protein,0.153561982,9.139162333,0.073588156,0.798670378,0.99577859
tRNA (guanine-N(1)-)-methyltransferase,0.101199956,7.019522055,0.07310355,0.79931486,0.99577859
Bacteriocin EntA,0.294643353,0.168075384,0.073100695,0.799327266,0.99577859
Small ribosomal subunit protein bS18,-0.2615326,9.486925062,0.072993822,0.799461111,0.99577859
Trehalose operon repressor,-0.102823147,6.728444307,0.072919523,0.799560209,0.99577859
CPBP family intramembrane metalloprotease,0.112482289,6.770717621,0.072209845,0.800509534,0.99577859
Fido domain-containing protein,0.119960129,7.579170935,0.071836203,0.801011388,0.99577859
