"Table S4. Quasi-likelihood F-tests for VRE0008 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
Gfo/Idh/MocA family oxidoreductase,0.540727568,7.019534046,14.69156841,0.011152606,0.081658996
M-box riboswitch (ykoK leader),0.854832133,11.13505929,14.68168582,0.011167789,0.081658996
tRNA-Thr(cgt),-1.350134007,-1.223162405,14.68422354,0.011196136,0.081658996
exodeoxyribonuclease VII large subunit,0.697107278,7.057301807,14.62709709,0.011252178,0.081658996
Transmembrane protein,-0.618914605,3.945940473,14.61184444,0.011275919,0.081658996
3'-5' exonuclease DinG,0.773995307,7.410363829,14.60969556,0.011279265,0.081658996
D-alanine--D-alanine ligase,-0.62643615,7.248145509,14.60593167,0.011285136,0.081658996
F0F1 ATP synthase subunit beta,0.696460583,10.73981587,14.59544361,0.011301516,0.081658996
YSIRK-targeted surface antigen transcriptional regulator,-0.802266097,3.304691275,14.492533,0.01146402,0.082269439
G-PROTEIN-RECEP-F1-2 domain-containing protein,-0.680800426,2.800372246,14.48284676,0.01147949,0.082269439
triose-phosphate isomerase,-0.758212396,10.0753846,14.45241314,0.011528235,0.082269439
LytR-cpsA-psr domain-containing protein,0.622018923,7.946888351,14.43462252,0.011556874,0.082269439
Nucleotide pyrophosphohydrolase,-0.622288729,4.203086034,14.41969884,0.011580977,0.082269439
phosphate ABC transporter ATP-binding protein PstB,0.570499237,8.539037478,14.39350798,0.011623439,0.082269439
tRNA-Arg(tct),-0.97173991,0.245563449,14.36052707,0.011679902,0.082269439
Terminase,-0.540262276,5.908220469,14.35658314,0.011683674,0.082269439
Holliday junction branch migration protein RuvA,-0.723405489,6.841766525,14.30094281,0.011775259,0.082651104
Galactitol permease IIC component,1.066128017,9.2183282,14.26255954,0.011839019,0.082835669
ATPase family protein,0.767324285,4.224518591,14.18250827,0.011973546,0.082849712
tyrosine-tyramine antiporter,0.856500046,8.001091251,14.18055456,0.011976853,0.082849712
Cro/CI family transcriptional regulator,-0.528701723,6.382981253,14.1492091,0.012030126,0.082849712
dephospho-CoA kinase,0.689526237,7.140164709,14.14181514,0.01204274,0.082849712
pyridoxal phosphate-dependent aminotransferase,1.11890141,6.215074486,14.12355054,0.012073979,0.082849712
Putative copper-importing P-type ATPase A,0.592747319,8.230009487,14.11912561,0.012081563,0.082849712
Addiction module toxin RelE,0.548735726,7.50859849,14.10645017,0.012103327,0.082849712
TPR-REGION domain-containing protein,0.606654618,9.245621694,14.05097855,0.012199215,0.083085172
L-ribulose-5-phosphate 4-epimerase,0.703219693,4.31097359,14.04312261,0.012212882,0.083085172
collagen-binding MSCRAMM adhesin Acm,-0.652778215,5.52759018,13.99312575,0.012300344,0.083423499
site-specific tyrosine recombinase XerD,-0.522171612,6.642750492,13.90541111,0.0124559,0.084220169
chromosomal replication initiator protein DnaA,-0.537637522,7.692896371,13.87600818,0.012508654,0.084319008
IS6 family transposase,1.297666312,9.633362871,13.81711584,0.012615253,0.084779099
EfmC,-0.560591984,6.727775271,13.76714366,0.012706695,0.085134856
Listeria sRNA rliD,-0.637585617,5.614275253,13.68148177,0.012865594,0.085918673
exodeoxyribonuclease VII small subunit,0.968548903,3.734253331,13.66238214,0.012901402,0.085918673
aminotransferase,0.684381699,3.652897998,13.63557839,0.012951881,0.085953492
ComE operon protein 2,-0.649670626,3.320531503,13.5825694,0.013052527,0.085953492
F0F1 ATP synthase subunit gamma,0.643413095,10.18339932,13.57701885,0.013063117,0.085953492
30S ribosomal protein S8,-1.000972333,9.532512787,13.5683887,0.013079623,0.085953492
cysteine synthase A,0.674232292,8.990199115,13.55723035,0.013101007,0.085953492
VanZ family protein,-0.609861682,3.036561422,13.52004232,0.01317264,0.086167775
EbsA protein,-0.586097818,6.497199311,13.48795282,0.013234862,0.086319411
Cytochrome P450,0.61370508,8.610130572,13.41085182,0.013386072,0.08674385
Alcohol dehydrogenase,0.581534203,8.560912577,13.40234824,0.013402896,0.08674385
SpaA domain-containing protein,0.963857662,2.996128131,13.39491559,0.013417638,0.08674385
DNA-directed RNA polymerase beta subunit,0.948949009,5.244030112,13.3464394,0.01351424,0.087113655
Group-specific protein,-0.576868584,6.09120787,13.14505196,0.013926103,0.089507598
DUF3796 domain-containing protein,-0.57349242,3.715288072,13.03569048,0.014157082,0.090208618
Acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit,-0.660133491,4.993689203,13.03281529,0.014163221,0.090208618
Phosphoglycerate kinase,-0.748112694,10.94887957,13.00687598,0.014218816,0.090208618
Membrane protein insertase YidC,-0.697218191,8.784580679,13.00434665,0.014224254,0.090208618
Heavy metal-binding domain-containing protein,-0.532766369,4.893273676,12.996187,0.014241815,0.090208618
FAD:protein FMN transferase,-0.704154476,8.423990418,12.97850493,0.014279971,0.090208618
PRD domain protein,0.792979886,10.44539069,12.89318813,0.014466087,0.091123983
2-dehydro-3-deoxygluconokinase,-0.647368973,8.245364109,12.86362098,0.014531371,0.091275175
ribosomal protein S18-alanine N-acetyltransferase,-0.614906398,6.090830796,12.77911438,0.014720229,0.092199507
Glycoside hydrolase family 65 protein,-0.572844479,3.933476192,12.72803525,0.014836039,0.09266238
ribonuclease PH,0.78485212,6.67368887,12.70176766,0.014896081,0.092775308
transcription termination/antitermination protein NusG,-0.537575148,7.341474472,12.64267293,0.015032404,0.092857723
daptomycin-sensing surface protein LiaX,0.722021908,10.35291028,12.64256505,0.015032654,0.092857723
WHy domain-containing protein,-0.563744117,5.120516021,12.64142273,0.015035308,0.092857723
rhodanese-related sulfurtransferase,0.763461499,6.871420701,12.60985635,0.015108855,0.09305203
Phage holin family protein,0.818188411,8.606819581,12.54850643,0.015253231,0.093680263
MHC class II antigen,0.769358306,7.074607591,12.49813486,0.015373206,0.094155563
diaminopimelate decarboxylase,0.949757762,4.656145433,12.47504651,0.015428636,0.09423402
sugar ABC transporter ATP-binding protein,0.863195536,2.001295266,12.36822145,0.015688947,0.095209997
Dipeptide-binding protein DppE,0.695082877,3.488831418,12.35908537,0.015711267,0.095209997
ATP synthase F0 subunit C,0.513136382,8.129821256,12.35651103,0.015717616,0.095209997
Toprim domain-containing protein,-0.677101535,2.839918128,12.30526694,0.015844894,0.095718742
D-alanyl-lipoteichoic acid biosynthesis protein DltB,-0.733460191,5.767550033,12.28189122,0.015903396,0.095810376
ABC transporter,0.587462004,8.649325176,12.22507628,0.016046894,0.09641218
"ATP-dependent Clp protease, ATP-binding protein ClpE",0.632793562,10.77435054,12.14401691,0.016254753,0.096597022
Peptidase-M78 domain-containing protein,-0.648030891,7.635666057,12.12622092,0.016300887,0.096597022
SOS response associated peptidase (SRAP),0.891183864,3.494372335,12.11891499,0.016319886,0.096597022
"PTS system, Lactose/Cellobiose specific IIB subunit",-0.530149776,5.525743648,12.11684624,0.016325263,0.096597022
Ribosomal protein L10 leader,-0.70787969,7.939964301,12.09105389,0.016392587,0.096597022
dihydroxyacetone kinase subunit DhaK,0.73395012,9.024269328,12.09046824,0.01639412,0.096597022
dTMP kinase,0.539811343,7.769553655,12.07689919,0.016429699,0.096597022
Glycosyl transferase family 1,0.833546293,7.946000048,12.07289747,0.016440212,0.096597022
Glycosyl transferase family 2,-0.762164195,5.840655028,12.06125069,0.016470863,0.096597022
DUF1819 domain-containing protein,-0.585857551,3.722107651,12.02603181,0.016564037,0.09688647
AB hydrolase-1 domain-containing protein,1.008121881,4.250882874,11.99679919,0.016641922,0.097085195
DUF4377 domain-containing protein,1.085161972,11.14483918,11.95729632,0.016747981,0.097446805
30S ribosomal protein S11,-0.677594608,9.726492573,11.90835444,0.01688069,0.097961172
DUF4828 domain-containing protein,-0.550791995,5.735916963,11.81784449,0.017129985,0.099147637
PTS N-acetylglucosamine transporter subunit IIABC,-0.75971634,6.335018018,11.77391908,0.017252813,0.099597831
rod shape-determining protein MreD,-0.494562875,6.375667679,11.74479228,0.017334934,0.0998113
Teichoic acid glycosylation protein GtcA,-0.580856739,4.643340016,11.68324452,0.017510258,0.099877936
T5orf172 domain-containing protein,-0.787547936,6.063485586,11.68191295,0.017514077,0.099877936
ornithine cyclodeaminase family protein,-0.521068603,6.121173285,11.67866774,0.017523392,0.099877936
Abi-C domain-containing protein,-0.633539039,4.508048971,11.67734253,0.0175272,0.099877936
recombination mediator RecR,0.483962743,7.485148836,11.62657018,0.017673879,0.100454878
PTS cellobiose transporter subunit IIA,0.992012292,5.305401179,11.59831293,0.017756254,0.100664301
Bacteriocin EntA,-0.816620011,0.397238978,11.54952481,0.017902318,0.101232799
ribose-5-phosphate isomerase RpiA,-0.480606684,6.281732522,11.49333463,0.018066988,0.101903345
Chromosome partitioning protein ParB,0.544884913,7.402222571,11.28668612,0.018701084,0.105068872
PfkB domain-containing protein,-0.614023159,5.265766993,11.2559883,0.018797904,0.105068872
HAMP domain,-0.531946602,5.35551819,11.2442368,0.018835151,0.105068872
DUF1827 domain-containing protein,0.879842338,10.68213735,11.19969318,0.01897727,0.105068872
HTH-40 domain-containing protein,-0.685361505,2.363627822,11.19494312,0.01899291,0.105068872
D-alanyl-lipoteichoic acid biosynthesis protein DltD,-0.899232887,6.629143957,11.18090708,0.019037654,0.105068872
Cysteine hydrolase,0.711136582,6.436788486,11.17829388,0.019046075,0.105068872
23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,-0.571026172,3.213884728,11.14877708,0.019141564,0.105068872
trehalose operon repressor,-0.519600507,6.336758671,11.12516548,0.019218403,0.105068872
NAD kinase,0.482644188,7.051664049,11.12228719,0.0192278,0.105068872
5-deoxy-glucuronate isomerase,-0.939537006,4.335768045,11.0929783,0.019323863,0.105068872
Glutamine ABC transporter permease,0.573426362,6.144198754,11.08732041,0.019342479,0.105068872
AI-2E family transporter,0.496463369,7.27046048,11.06918424,0.019402334,0.105068872
PspC domain-containing protein,0.74845207,8.340385247,11.06521641,0.019415463,0.105068872
helix-turn-helix domain-containing protein,-0.506399871,4.713278477,11.0628794,0.019423203,0.105068872
tRNA (guanosine(37)-N1)-methyltransferase TrmD,0.550498896,7.145527798,11.06133803,0.019428308,0.105068872
Peptide methionine sulfoxide reductase MsrB,0.55447548,6.939007414,11.05899365,0.019436078,0.105068872
D-aminoacyl-tRNA deacylase,0.559221132,5.142798254,11.03664661,0.019510363,0.105083649
Rha family phage regulatory protein,-0.731592874,3.142939195,11.02960546,0.019533867,0.105083649
DUF1788 domain-containing protein,-0.524995103,4.704176058,11.00679119,0.019610224,0.105238362
Inhibitor I9 domain-containing protein,-0.905149989,6.765576839,10.97581145,0.019714594,0.105542294
Cyclic nucleotide-binding domain-containing protein,-0.569815208,5.297241623,10.95294772,0.019792118,0.105701385
polyribonucleotide nucleotidyltransferase,0.773638351,9.45000106,10.93140831,0.019865538,0.105837844
Venom peptide,0.727270851,5.46655632,10.90638647,0.019951306,0.106039271
Ig-like-bact domain-containing protein,-0.873570674,8.881623423,10.84877183,0.020150754,0.10659467
Putative arabinose-binding protein,0.716646175,7.398036179,10.8483494,0.020152226,0.10659467
Gp54 protein,-1.844002862,1.688408733,10.80803449,0.020294781,0.10698224
DNA-pol3-beta-3 domain-containing protein,0.50318292,8.578415014,10.799855,0.020322271,0.10698224
Hemolysin TlyA family protein,0.643888448,7.331267802,10.72945962,0.020572675,0.107898163
tRNA-Ser(gga),1.063659379,4.947160079,10.7230226,0.020595786,0.107898163
DUF5780 domain-containing protein,-0.554908204,3.005885523,10.71000223,0.020642661,0.107898163
Antitoxin MazE,0.956914061,8.065489971,10.65012767,0.020860029,0.108612307
TIGR02677 family protein,0.488772547,6.796460738,10.64534372,0.020877535,0.108612307
DNA polymerase I,0.508154767,8.469678615,10.61756135,0.020979604,0.1088871
amidase,0.899838649,8.960647733,10.57526087,0.021136346,0.109443701
BREX-1 system phosphatase PglZ type A,0.507629823,8.34437299,10.55362886,0.02121713,0.109605316
nucleotide exchange factor GrpE,-0.497647688,7.879553586,10.52317424,0.021331591,0.10993974
Endonuclease MutS2,0.59779509,9.189515427,10.45970963,0.021572888,0.110924778
phosphate acetyltransferase,-0.576666653,10.51654685,10.41322291,0.021752044,0.111256203
Membrane protein,0.653176776,7.149335463,10.40567982,0.021781309,0.111256203
Tubby C-terminal-like domain-containing protein,-0.63582509,6.302820608,10.40387946,0.021788302,0.111256203
"Type IV secretory pathway, VirB4 component",0.6760633,3.812204555,10.36314409,0.021947369,0.111810212
NAD-dependent protein deacylase,-0.489266866,6.629231281,10.31848771,0.022123594,0.112192353
Tyrosine-protein phosphatase,-0.555072605,5.970214937,10.31841953,0.022123865,0.112192353
Sensory protein,0.59240208,8.799348847,10.30441207,0.022179549,0.112217354
Glycine betaine transport ATP-binding protein OpuAA,-0.577536481,7.475270013,10.27611015,0.022292655,0.112532099
Glucose-6-phosphate 1-dehydrogenase,-0.559865313,3.975381315,10.25767418,0.022366768,0.112596917
DUF956 domain-containing protein,-1.764592846,6.424004488,10.2337618,0.022463396,0.112596917
YycH domain-containing protein,0.510169021,8.344514977,10.22097074,0.022515324,0.112596917
pantetheine-phosphate adenylyltransferase,-0.477938985,5.077880153,10.21356235,0.022545477,0.112596917
dihydroorotate dehydrogenase,-1.04435448,6.413238151,10.18663761,0.022655535,0.112596917
"ABC transporter, substrate-binding protein, family 3",0.958804733,7.787698828,10.17678571,0.022695992,0.112596917
DUF1275 domain-containing protein,-0.522780023,3.939652686,10.17606785,0.022698949,0.112596917
VWFA domain-containing protein,0.894022404,8.42916391,10.17267514,0.022712901,0.112596917
Fructokinase,1.269235192,8.998683809,10.1325561,0.022878864,0.112958483
preprotein translocase subunit SecE,-0.546326041,6.045027953,10.13035594,0.022888015,0.112958483
F0F1 ATP synthase subunit alpha,0.584973717,10.87610705,10.11737556,0.022942102,0.112973244
UvrA,0.913981621,7.607422116,10.09848252,0.023021144,0.113110553
amidophosphoribosyltransferase,0.666044622,1.89622028,10.00547312,0.023416101,0.114796007
rRNA maturation RNase YbeY,0.447178079,6.648339214,9.992598391,0.023471204,0.114811574
Alpha/beta hydrolase,0.881021578,7.644676507,9.908134116,0.023839028,0.116205246
elongation factor G,-1.099898714,12.6257225,9.897238993,0.023887056,0.116205246
Tellurite resistance protein,0.502537829,9.6376135,9.89118775,0.023913789,0.116205246
DUF2726 domain-containing protein,0.486443611,4.95358898,9.840361311,0.02413998,0.117047141
uridine kinase,-0.506044347,7.592316387,9.822880433,0.02421846,0.117170713
DUF2187 domain-containing protein,-0.656927706,5.757245257,9.805670183,0.024296074,0.11728956
DUF1033 domain-containing protein,-0.499567025,7.66130813,9.763352587,0.024488388,0.117960403
phosphoribosylaminoimidazolesuccinocarboxamide synthase,-1.680581125,1.916558338,9.706933569,0.024749115,0.118957158
DUF969 domain-containing protein,-0.666916793,5.843469132,9.683729372,0.024856015,0.119032709
Sortase family protein,-0.496783909,5.533325993,9.680196021,0.024872506,0.119032709
manganese-dependent inorganic pyrophosphatase,-0.48713303,8.008273324,9.639208366,0.025064921,0.1195668
MmcQ/YjbR family DNA-binding protein,-0.537948628,2.975657226,9.633423955,0.025092264,0.1195668
tRNA-Thr(ggt),1.002290276,0.684327414,9.608213633,0.02521347,0.119885982
glutamate-5-semialdehyde dehydrogenase,0.513180108,8.496822244,9.58924861,0.025302264,0.120050011
Aryl-phospho-beta-D-glucosidase,-0.443539017,6.781519267,9.534198328,0.025567422,0.121048331
type 1 glycerol-3-phosphate oxidase,0.927461638,12.89349255,9.494416032,0.025761449,0.121706334
EpsG family protein,-0.538897248,3.492322803,9.467173888,0.025895508,0.122078824
Gp13 protein,-1.105077639,3.896260484,9.429390672,0.026083033,0.122603297
Phosphosugar isomerase transcriptional regulator,-0.454067552,6.960325333,9.415749517,0.026151192,0.122603297
F0F1 ATP synthase subunit B,0.491167211,8.896452657,9.411373048,0.026173115,0.122603297
Glyoxalase/bleomycin resistance protein/dioxygenase,-0.549394889,3.941593667,9.397443459,0.026243067,0.12267108
energy-coupling factor ABC transporter ATP-binding protein,0.499638509,6.992857135,9.364310355,0.026410484,0.122942533
XkdX family protein,-0.784497961,1.583913734,9.364060412,0.026412349,0.122942533
DUF5590 domain-containing protein,0.473454542,5.38704228,9.350717819,0.026479598,0.12299662
HTH-type transcriptional repressor KstR2,0.691069796,5.43167783,9.337569169,0.026546694,0.123049769
